what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323155859531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1323155865031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323155868843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323155869015
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323155874859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323155875046
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1323155878390
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323155880875
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323155883500
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1323155885687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323155888640
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1323155898734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323155904140
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323155910156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323155912046
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1323155917562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323155919484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323155921515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323155924828
opened,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1323155925171
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1323155925250
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.navigate.openResource",1323155925250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1323155949093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1323155956156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323156108062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323156111750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323156113812
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1323156113828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323156114093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323156114500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323156114531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323156118000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323156120703
